,Date,Index_Symbol,Index_Name,Index_Type,Index_Currency,Index_Close,Index_Component_Count,Index_Mcap_Units,Index_Divisor,Internal_Number,ISIN,SEDOL,RIC,CUSIP,Instrument_Name,Country,Currency,Exchange,ICB,Shares,Free_Float,Capfactor,Weightfactor_calc,Close_unadjusted_local,FX_local_to_Index_Currency,Mcap_Units_local,Mcap_Units_Index_Currency,Weight,Cutoff,ADTV_3M_EUR,ADTV_Cap_Screen,Liquidity_Test,New_Weight,New_Weight_Sum,New_Mcap
10,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,685085,AU000000SGP0,6850856,SGP.AX,,Stockland,AU,AUD,ASX,8673,,,1,5694956,3.84,0.6261938,22178995,13888349,0.013694,2/28/2019,16567147.31,41417868.28,PASS,0.013767044,1,13962416.31
11,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,24282,GB00BDR05C01,BDR05C0,NG.L,,NATIONAL GRID,GB,GBP,LSE,7575,,,1,1317056,8.854,1.1660449,11826660,13790416,0.0135975,2/28/2019,63500252.84,158750632.1,PASS,0.01367003,1,13864024.81
12,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B05NXN,KYG9828G1082,B05NXN7,0868.HK,,XINYI GLASS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,3355,,,1,12973685,9.31,0.1123608,122498867,13764070,0.0135715,2/28/2019,8269048.472,20672621.18,PASS,0.013643891,1,13837515.18
13,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,491134,FR0013326246,BFYM460,URW.AS,,UNIBAIL-RODAMCO-WESTFIELD,FR,EUR,EURONEXT (NL),8672,,,1,89687,149.9,1,13634904,13634904,0.0134441,2/28/2019,162476867.7,406192169.3,PASS,0.013515811,1,13707618.02
14,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,738006,DE0005408116,7380062,ARLG.DE,,AAREAL BANK,DE,EUR,XETRA (DE),8779,,,1,462831,28.61,1,13429505,13429505,0.0132416,2/28/2019,8015456.972,20038642.43,PASS,0.013312231,1,13501148.81
15,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,606558,AU000000ANZ3,6065586,ANZ.AX,,Australia & New Zealand Bankin,AU,AUD,ASX,8355,,,1,799569,26.41,0.6261938,21416292,13410749,0.0132231,2/28/2019,95713981.97,239284954.9,PASS,0.013293633,1,13482286.19
16,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,37178,GB0009252882,925288,GSK.L,,GLAXOSMITHKLINE,GB,GBP,LSE,4577,,,1,736693,15.126,1.1660449,11301376,13177912,0.0129935,2/28/2019,150274406.7,375686016.8,PASS,0.013062808,1,13248185.8
17,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,608625,AU000000FMG4,6086253,FMG.AX,,Fortescue Metals Group Ltd.,AU,AUD,ASX,1757,,,1,3009981,6.83,0.6261938,20849934,13056100,0.0128734,2/28/2019,60459566.23,151148915.6,PASS,0.012942067,1,13125731.72
18,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,615252,NZCENE0001S6,6152529,CEN.NZ,,Contact Energy Ltd.,NZ,NZD,NZX,7537,,,1,3249223,6.47,0.6045769,21320811,12890070,0.0127097,2/28/2019,4805873.633,12014684.08,PASS,0.012014684,1,12185187.73
19,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,643532,HK0006000050,6435327,0006.HK,,POWER ASSETS HOLDINGS LTD,HK,HKD,Hong Kong Stock Exchange,7535,,,1,2031469,55.15,0.1123608,113625766,12767082,0.0125884,2/28/2019,29137248.22,72843120.55,PASS,0.012655547,1,12835145.43
20,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,656387,SG1M77906915,6563875,AEMN.SI,,Ascendas Real Estate Investmen,SG,SGD,Singapore Exchange,8671,,,1,6795112,2.83,0.6524436,19503129,12724692,0.0125466,2/28/2019,20916527.91,52291319.78,PASS,0.012613524,1,12792526.1
21,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,556582,FR0000121964,7582556,LOIM.PA,,KLEPIERRE,FR,EUR,EURONEXT (FR),8672,,,1,392091,31.28,1,12438648,12438648,0.0122646,2/28/2019,20658481.5,51646203.75,PASS,0.01233002,1,12504998.62
22,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,12715,GB0002634946,263494,BAES.L,,BAE SYSTEMS,GB,GBP,LSE,2717,,,1,2099400,4.863,1.1660449,10354275,12073550,0.0119046,2/28/2019,43744742.17,109361855.4,PASS,0.0119681,1,12137942.25
23,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B00D9P,BE0003810273,B00D9P6,PROX.BR,,PROXIMUS,BE,EUR,EURONEXT (BE),6535,,,1,481555,24.57,1,11999742,11999742,0.0118318,2/28/2019,15196666.55,37991666.38,PASS,0.011894911,1,12063715.3
24,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,64623,GB00B39J2M42,B39J2M4,UU.L,,UNITED UTILITIES GRP,GB,GBP,LSE,7577,,,1,1155561,8.696,1.1660449,10191399,11883629,0.0117173,2/28/2019,18358067.55,45895168.88,PASS,0.011779801,1,11946970.98
25,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,626551,SG1L01001701,6175203,DBSM.SI,,DBS Group Holdings Ltd.,SG,SGD,Singapore Exchange,8355,,,1,708127,25.24,0.6524436,18126737,11826674,0.0116612,2/28/2019,60398565.9,150996414.8,PASS,0.011723401,1,11889771.36
26,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,F,US3453708600,2615468,F.N,,Ford Motor Co.,US,USD,New York Stock Exchange,3353,,,1,1541768,8.57,0.8820287,13400429,11819563,0.0116542,2/28/2019,318031305.1,795078262.8,PASS,0.011716364,1,11882634.16
27,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,SBC,US00206R1023,2831811,T.N,,AT&T Inc.,US,USD,New York Stock Exchange,6535,,,1,418799,30.8,0.8820287,13082115,11538801,0.0113773,2/28/2019,974298593.6,2435746484,PASS,0.011437987,1,11600306.64
28,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,481334,SE0000148884,4813345,SEBa.ST,,SKANDINAVISKA ENSKILDA BK A,SE,SEK,OMX (SE),8355,,,1,1236234,96.18,0.0955156,120587887,11518024,0.0113569,2/28/2019,40962262.12,102405655.3,PASS,0.011417478,1,11579506.78
29,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,658508,AU000000SUN6,6585084,SUN.AX,,SUNCORP GROUP LTD.,AU,AUD,ASX,8775,,,1,1362494,13.31,0.6261938,18392197,11517080,0.0113559,2/28/2019,28120671.73,70301679.33,PASS,0.011416473,1,11578487.17
30,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,AVZ,BMG491BT1088,B28XP76,IVZ.N,,INVESCO Ltd.,US,USD,New York Stock Exchange,8771,,,1,635354,20.24,0.8820287,13042049,11503461,0.0113425,2/28/2019,75771325.11,189428312.8,PASS,0.011403001,1,11564824.52
31,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,594176,CH0008038389,B083BH4,SPSN.S,,SWISS PRIME SITE,CH,CHF,SIX Swiss Exchange,8633,,,1,147127,86.5,0.8817176,12907098,11380415,0.0112212,2/28/2019,11251173.82,28127934.55,PASS,0.011281054,1,11441146.92
32,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,524918,PTEDP0AM0009,4103596,EDP.LS,,EDP ENERGIAS DE PORTUGAL,PT,EUR,EURONEXT (PT),7537,,,1,3315602,3.365,1,11315341,11315341,0.011157,2/28/2019,17104222.07,42760555.18,PASS,0.011216512,1,11375688.53
33,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,643557,HK0004000045,6435576,0004.HK,,Wharf (Holdings) Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,4200867,23.5,0.1123608,100121445,11249726,0.0110923,2/28/2019,6795082.114,16987705.29,PASS,0.011151467,1,11309720.35
34,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,461785,DE0005552004,4617859,DPWGn.DE,,DEUTSCHE POST,DE,EUR,XETRA (DE),2771,,,1,372817,29.57,1,11180683,11180683,0.0110242,2/28/2019,92531000.26,231327500.7,PASS,0.011083004,1,11240285.52
35,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,407228,ES0113900J37,5705946,SAN.MC,,BCO SANTANDER,ES,EUR,SIBE,8355,,,1,2477543,4.4285,1,11127457,11127457,0.0109718,2/28/2019,154107363.9,385268409.8,PASS,0.011030324,1,11186858.42
36,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,MO,US02209S1033,2692632,MO.N,,Altria Group Inc.,US,USD,New York Stock Exchange,3785,,,1,213214,57.3,0.8820287,12390552,10928822,0.0107759,2/28/2019,532915706.7,1332289267,PASS,0.010833379,1,10987118.58
37,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B1G185,JP3711200000,B1G1854,8304.T,,AOZORA BANK,JP,JPY,Tokio Stock Exchange,8355,,,1,434086,3100,0.0079166,1364765700,10804304,0.0106531,2/28/2019,20544348.09,51360870.23,PASS,0.010709924,1,10861911.58
38,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,B04PZ7,SG1Q52922370,B04PZ72,SUNT.SI,,Suntec Real Estate Investment,SG,SGD,Singapore Exchange,8671,,,1,8405198,1.94,0.6524436,16537514,10789796,0.0106388,2/28/2019,8895186.524,22237966.31,PASS,0.010695548,1,10847331.29
39,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,FD,US55616P1049,2345022,M.N,,Macy's Inc.,US,USD,New York Stock Exchange,5373,,,1,499666,23.89,0.8820287,12106401,10678193,0.0105288,2/28/2019,216369860.9,540924652.3,PASS,0.010584961,1,10735175.17
40,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,POW,CA7392391016,2697701,POW.TO,,Power Corp. of Canada,CA,CAD,Toronto Stock Exchange,8575,,,1,523044,29.85,0.6610697,15834470,10467688,0.0103212,2/28/2019,20839264.8,52098162,PASS,0.010376254,1,10523506
41,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,647453,JP3726800000,6474535,2914.T,,Japan Tobacco Inc.,JP,JPY,Tokio Stock Exchange,3785,,,1,456256,2834,0.0079166,1311376820,10381646,0.0102364,2/28/2019,127576315.7,318940789.3,PASS,0.010291001,1,10437043.84
42,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,405671,IT0000062072,4056719,GASI.MI,,ASSICURAZIONI GENERALI,IT,EUR,Milan,8532,,,1,616869,16.48,1,10310251,10310251,0.010166,2/28/2019,84260289.83,210650724.6,PASS,0.010220226,1,10365263.93
43,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,642012,SG1M51904654,6420129,CMLT.SI,,CAPITALAND MALL TRUST MGMT,SG,SGD,Singapore Exchange,8672,,,1,6493037,2.35,0.6524436,15475239,10096721,0.0099554,2/28/2019,15925964.88,39814912.2,PASS,0.010008503,1,10150535.95
44,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,608545,AU000000TLS2,6087289,TLS.AX,,Telstra Corp. Ltd.,AU,AUD,ASX,6535,,,1,4801283,3.26,0.6261938,15874231,9940345,0.0098013,2/28/2019,53309439.82,133273599.6,PASS,0.009853581,1,9993415.435
45,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,649026,SG1U68934629,B1VQ5C0,KPLM.SI,,Keppel Corp. Ltd.,SG,SGD,Singapore Exchange,573,,,1,2433384,6.16,0.6524436,15202443,9918736,0.0097799,2/28/2019,12335521.41,30838803.53,PASS,0.009832066,1,9971595.973
46,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,691678,SG1M31001969,6916781,UOBH.SI,,United Overseas Bank Ltd.,SG,SGD,Singapore Exchange,8355,,,1,589353,25.38,0.6524436,15169981,9897557,0.0097591,2/28/2019,37913550.53,94783876.33,PASS,0.009811155,1,9950388.272
47,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,557955,FI0009007132,5579550,FORTUM.HE,,FORTUM,FI,EUR,OMX (FI),7535,,,1,489175,19.89,1,9867827,9867827,0.0097297,2/28/2019,30706364.71,76765911.78,PASS,0.009781599,1,9920412.002
48,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,STX,IE00B58JVZ52,B58JVZ5,STX.OQ,,Seagate Technology Inc.,US,USD,NASDAQ,9572,,,1,228930,48.16,0.8820287,11181741,9862616,0.0097246,2/28/2019,144545199.7,361362999.3,PASS,0.009776471,1,9915212.037
49,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,725147,IT0003153415,7251470,SRG.MI,,SNAM RETE GAS,IT,EUR,Milan,577,,,1,2134448,4.456,1,9646055,9646055,0.0095111,2/28/2019,41941488.55,104853721.4,PASS,0.009561833,1,9697527.22
50,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,499187,CH0011075394,5983816,ZURN.S,,ZURICH INSURANCE GROUP,CH,CHF,SIX Swiss Exchange,8532,,,1,31566,339,0.8817176,10852746,9569057,0.0094352,2/28/2019,111227002.5,278067506.3,PASS,0.009485528,1,9620139.503
51,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,663376,HK0017000149,6633767,0017.HK,,New World Development Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,6553247,12.8,0.1123608,85072192,9558779,0.009425,2/28/2019,18409650.87,46024127.18,PASS,0.009475273,1,9609739.573
52,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,774563,FR0000064578,7745638,FDR.PA,,COVIVIO,FR,EUR,EURONEXT (FR),8671,,,1,99503,94.2,1,9506193,9506193,0.0093732,2/28/2019,12285474.52,30713686.3,PASS,0.009423197,1,9556924.24
53,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,217052,CA1360691010,2170525,CM.TO,,Canadian Imperial Bank of Comm,CA,CAD,Toronto Stock Exchange,8355,,,1,122875,113.69,0.6610697,14167934,9365992,0.0092349,2/28/2019,109858912.2,274647280.5,PASS,0.009284159,1,9415913.42
54,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,656835,BMG668971101,6568353,0659.HK,,NWS HOLDINGS,HK,HKD,Hong Kong Stock Exchange,2357,,,1,4710723,17.3,0.1123608,82652013,9286846,0.0091569,2/28/2019,7860810.633,19652026.58,PASS,0.009205743,1,9336384.541
55,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,478165,CH0126881561,B545MG5,SRENH.S,,SWISS REINSURANCE COMPANY,CH,CHF,SIX Swiss Exchange,8538,,,1,103541,99.82,0.8817176,10482198,9242338,0.009113,2/28/2019,88477999.36,221194998.4,PASS,0.009161609,1,9291624.056
56,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,654362,AU000000SYD9,B70DWB2,SYD.AX,,SYDNEY AIRPORT,AU,AUD,ASX,2777,,,1,1942049,7.46,0.6261938,14693320,9200866,0.0090721,2/28/2019,24780713.22,61951783.05,PASS,0.009120491,1,9249922.374
57,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,490541,FR0000120271,B15C557,TOTF.PA,,TOTAL,FR,EUR,EURONEXT (FR),537,,,1,170819,52.27,1,9055412,9055412,0.0089287,2/28/2019,298689012.3,746722530.8,PASS,0.008976326,1,9103711.589
58,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,681042,HK0083000502,6810429,0083.HK,,Sino Land Co. Ltd.,HK,HKD,Hong Kong Stock Exchange,8633,,,1,5362767,14.66,0.1123608,79733805,8958954,0.0088336,2/28/2019,8218657.665,20546644.16,PASS,0.008880719,1,9006747.532
59,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,PPL,US69351T1060,2680905,PPL.N,,PPL Corp.,US,USD,New York Stock Exchange,7535,,,1,305735,32.72,0.8820287,10145621,8948729,0.0088235,2/28/2019,140228781.3,350571953.3,PASS,0.008870565,1,8996449.562
60,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,BNS,CA0641491075,2076281,BNS.TO,,Bank of Nova Scotia,CA,CAD,Toronto Stock Exchange,8355,,,1,180871,73.7,0.6610697,13519381,8937253,0.0088122,2/28/2019,132468988.5,331172471.3,PASS,0.008859205,1,8984928.07
61,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,681182,SG1P66918738,B012899,SPRM.SI,,Singapore Press Holdings Ltd.,SG,SGD,Singapore Exchange,5557,,,1,5475178,2.45,0.6524436,13604603,8876236,0.008752,2/28/2019,6000010.388,15000025.97,PASS,0.008798684,1,8923548.089
62,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,274642,CA56501R1064,2492519,MFC.TO,,Manulife Financial Corp.,CA,CAD,Toronto Stock Exchange,8575,,,1,556467,23.31,0.6610697,13155371,8696617,0.0085749,2/28/2019,70331365.28,175828413.2,PASS,0.008620639,1,8742976.749
63,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,624226,SG1B51001017,6242260,JCYC.SI,,Jardine Cycle & Carriage Ltd.,SG,SGD,Singapore Exchange,5379,,,1,390635,33.2,0.6524436,13153110,8581662,0.0084616,2/28/2019,8883438.796,22208596.99,PASS,0.008506735,1,8627455.954
64,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,401632,DE0008404005,5231485,ALVG.DE,,ALLIANZ,DE,EUR,XETRA (DE),8532,,,1,41752,200.2,1,8477469,8477469,0.0083588,2/28/2019,210858380.3,527145950.8,PASS,0.008403386,1,8522640.97
65,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,SO,US8425871071,2829601,SO.N,,Southern Co.,US,USD,New York Stock Exchange,7535,,,1,182845,51.78,0.8820287,9602031,8469267,0.0083508,2/28/2019,221059144.8,552647862,PASS,0.008395344,1,8514484.162
66,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,461075,DE0008430026,5294121,MUVGn.DE,,MUENCHENER RUECK,DE,EUR,XETRA (DE),8538,,,1,38345,216.6,1,8423357,8423357,0.0083055,2/28/2019,109899552.6,274748881.5,PASS,0.008349802,1,8468296.236
67,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,RKT,US96145D1054,BYR0914,WRK.N,,WESTROCK,US,USD,New York Stock Exchange,2723,,,1,241938,38.28,0.8820287,9392802,8284721,0.0081688,2/28/2019,92122465.52,230306163.8,PASS,0.008212373,1,8328916.777
68,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,SCL.B,CA82028K2002,2801836,SJRb.TO,,Shaw Communications Inc. Cl B,CA,CAD,Toronto Stock Exchange,5553,,,1,440022,27.91,0.6610697,12455256,8233792,0.0081186,2/28/2019,24337187.56,60842968.9,PASS,0.008161905,1,8277732.806
69,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,OXY,US6745991058,2655408,OXY.N,,Occidental Petroleum Corp.,US,USD,New York Stock Exchange,533,,,1,137138,67.01,0.8820287,9320019,8220524,0.0081055,2/28/2019,274395278.7,685988196.8,PASS,0.008148735,1,8264376.033
70,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,VLO,US91913Y1001,2041364,VLO.N,,Valero Energy Corp.,US,USD,New York Stock Exchange,533,,,1,104689,86.75,0.8820287,9210681,8124085,0.0080104,2/28/2019,283595255.2,708988138,PASS,0.008053128,1,8167411.976
71,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,IBM,US4592001014,2005973,IBM.N,,International Business Machine,US,USD,New York Stock Exchange,9533,,,1,64201,140.21,0.8820287,9129354,8052352,0.0079397,2/28/2019,535183939.4,1337959849,PASS,0.007982051,1,8095326.184
72,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,US20RF,NL0009434992,B3SPXZ3,LYB.N,,LYONDELLBASELL INDUSTRIES,US,USD,New York Stock Exchange,1353,,,1,102632,87.27,0.8820287,9083847,8012214,0.0079001,2/28/2019,189076952.2,472692380.5,PASS,0.00794224,1,8054949.984
73,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,553397,CH0008742519,5533976,SCMN.S,,SWISSCOM,CH,CHF,SIX Swiss Exchange,6535,,,1,18177,484.6,0.8817176,8933601,7876913,0.0077667,2/28/2019,63173419.95,157933549.9,PASS,0.007808128,1,7918935.209
74,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,479736,FR0010411983,B1LB9P6,SCOR.PA,,SCOR,FR,EUR,EURONEXT (FR),8538,,,1,193287,40.1,1,7860763,7860763,0.0077508,2/28/2019,18205347.31,45513368.28,PASS,0.007792143,1,7902723.552
75,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,WU,US9598021098,B1F76F9,WU.N,,Western Union Co.,US,USD,New York Stock Exchange,8773,,,1,483066,18.18,0.8820287,8906818,7856069,0.0077461,2/28/2019,83319140.56,208297851.4,PASS,0.007787418,1,7897931.428
76,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,,CA6330671034,2077303,NA.TO,,National Bank of Canada,CA,CAD,Toronto Stock Exchange,8355,,,1,186254,62.65,0.6610697,11834460,7823403,0.0077139,2/28/2019,44356959.79,110892399.5,PASS,0.007755046,1,7865100.275
77,3/18/2019,SDGP,STXG18SD100 EUR P,Price,EUR,2802.77,100,1014191272,361853,619091,HK0002007356,6097017,0002.HK,,CLP Holdings Ltd.,HK,HKD,Hong Kong Stock Exchange,7535,,,1,748485,91.7,0.1123608,69610295,7821468,0.007712,2/28/2019,32068128.65,80170321.63,PASS,0.007753136,1,7863163.033
